Áfríkà	Африка
Ẹdun	Колобусы
Adó-Èkìtì	Адо-Экити
Hakor	Ахорис
Joseph Jenkins Roberts	Робертс, Джозеф Дженкинс
Bako Sahakyan	Саакян, Бако Саакович
Huey P. Newton	Ньютон, Хьюи Перси
Emperor Kazan	Император Кадзан
Emperor Ankō	Император Анко
Emperor Suzaku	Император Судзаку
Ámósì Tutùọlá	Тутуола, Амос
Mùhammádù Bùhárí	Бухари, Мохаммаду
Ali Hassan Mwinyi	Мвиньи, Али Хасан
Marek Grechuta	Грехута, Марек
Ali Muhammad Mujawar	Муджавар, Али Мухаммед
Nader al-Dahabi	Надер ад-Дахаби
Richard Lugar	Лугар, Ричард
Michel Aoun	Аун, Мишель Наим
José Félix Uriburu	Урибуру, Хосе Феликс
Marcelo Torcuato de Alvear	Альвеар, Марсело Торкуато де
Oyo	Ойо
Adolfo Ballivián	Бальивиан, Адольфо
Eduardo Dato e Iradier	Дато, Эдуардо
Félix Malloum	Маллум, Феликс
Carlos Arias-Navarro, 1st Marquis of Arias Navarro	Ариас Наварро, Карлос
Victor Ikpeba	Икпеба, Виктор
James Wilson	Уилсон, Джеймс (юрист)
Igor Kunitsyn	Куницын, Игорь Константинович
Phaedon Gizikis	Гизикис, Федон
Constantine Kanaris	Канарис, Константин
Patrick Manning	Маннинг, Патрик Огастус Мервин
Konstantinos Tsatsos	Цацос, Константинос
José Canalejas	Каналехас, Хосе
Pedro Pablo Ramírez	Рамирес, Педро Пабло
Juan Carlos Onganía	Онганиа, Хуан Карлос
Agustín Pedro Justo	Хусто, Агустин Педро
Mario Echandi Jiménez	Эчанди Хименес, Марио
Roberto María Ortiz	Ортис, Роберто Мария
Michael Manley	Мэнли, Майкл
Francisco León de la Barra	Барра, Франсиско Леон де ла
Félix Gaillard	Гайяр, Феликс
Ernesto Samper	Сампер Писано, Эрнесто
Eduardo Lonardi	Лонарди, Эдуардо
Gerardo Machado	Мачадо, Херардо
Adolphe Muzito	Музито, Адольф
Shabaka	Шабака
Camille Chamoun	Шамун, Камиль Нимр
Siamun	Сиамон
Adone Zoli	Дзоли, Адоне
Mesut Yılmaz	Йылмаз, Месут
Jẹ́ọ́gráfì ilẹ̀ Gàbọ̀n	География Габона
Donald Crisp	Крисп, Дональд
Jorge Pacheco Areco	Пачеко Ареко, Хорхе
Francesco Saverio Nitti	Нитти, Франческо Саверио
Mario Scelba	Шельба, Марио
2374 Vladvysotskij	(2374) Владвысоцкий
3348 Pokryshkin	(3348) Покрышкин
José Ruperto Monagas	Монагас, Хосе Руперто
Àmì ọ̀pá àṣẹ ilẹ̀ Bẹ̀rmúdà	Герб Бермуд
Bobcat Goldthwait	Голдтуэйт, Бобкэт
STS-64	STS-64
Khawaja Nazimuddin	Назимуддин, Хаваджа
STS-84	STS-84
Athanasios Miaoulis	Миаулис, Афанасиос
Mario Chalmers	Чалмерс, Марио
Joseph Nemours Pierre-Louis	Немур Пьер-Луи, Жозеф
Earle Page	Пейдж, Эрл
Joseph Lyons	Лайонс, Джозеф
Ẹgbẹ́ Kọ́múnístì ilẹ̀ Kúbà	Коммунистическая партия Кубы
Francisco S. Carvajal	Карвахаль, Франсиско
Sükhbaataryn Batbold	Сухбаатарын Батболд
Theora	Theora
2171 Kiev	(2171) Киев
2186 Keldysh	(2186) Келдыш
Wodefit Gesgeshi, Widd Innat Ityopp'ya	Гимн Эфиопии
Qakare Ibi	Какаура Иби I
Psamtik 2k	Псамметих II
Michail Stasinopoulos	Стасинопулос, Михаил
Sobekhotep 4k	Себекхотеп IV
Go Soeda	Соэда, Го
Colville Young	Янг, Колвилл
Júlio Prestes	Престис, Жулиу
Pablo Andújar	Андухар, Пабло
Paulo Kassoma	Кассома, Паулу
Epeli Nailatikau	Наилатикау, Эпели
Blaz Kavcic	Кавчич, Блаж
José Joaquín de Herrera	Хоакин де Эррера, Хосе
Murtala Muhammad	Мухаммед, Муртала
José Miguel de Velasco Franco	Хосе Мигель де Веласко Франко
Emperor Konoe	Император Коноэ
Emperor Murakami	Император Мураками
Vera Zvonareva	Звонарёва, Вера Игоревна
Carlos Blanco Galindo	Бланко Галиндо, Карлос
Jeddah	Джидда
Àmì ọ̀pá àṣẹ ilẹ̀ Gagauzia	Герб Гагаузии
Ponun Saint Helena	Фунт Святой Елены
Adrian Ungur	Унгур, Адриан
Pavlos Kountouriotis	Кунтуриотис, Павлос
Cuthbert Sebastian	Себастьян, Катберт
STS-58	STS-58
Hor	Хор (фараон)
Nikolaos Stratos	Стратос, Николаос
Daniel Amokachi	Амокачи, Дэниел
Àsìá ilẹ̀ Orílẹ̀-èdè Olómìnira Áràbù Sàhráwì	Флаг Сахарской Арабской Демократической Республики
Richard Kiel	Кил, Ричард
Ìpínlẹ̀ Gòmbè	Гомбе
Chittagong	Читтагонг
STS-8	STS-8
Jean-Baptiste Bagaza	Багаза, Жан-Батист
H. D. Deve Gowda	Деве Говда, Хараданахалли Доддеговда
Charles Watson-Wentworth, 2nd Marquess of Rockingham	Уотсон-Уэнтуорт, Чарльз, 2-й маркиз Рокингем
Eloy Alfaro	Альфаро, Элой
Ìdíje Wimbledon 2004 − Àwọn Obìnrin Ẹnìkan	Уимблдонский турнир 2004 в женском одиночном разряде
Finidi George	Джордж, Финиди
Sámúẹ́lì Peter	Питер, Сэмюэл
Edward Natapei	Натапеи, Эдвард
Agustín Gamarra	Гамарра, Августин
Gonzalo Sánchez de Lozada	Санчес де Лосада, Гонсало
José Félix Estigarribia	Эстигаррибия, Хосе Феликс
Louis-Eugène Cavaignac	Кавеньяк, Луи Эжен
Derek Sikua	Сикуа, Дерек
Advanced Systems Format	Advanced Systems Format
Práxedes Mateo Sagasta	Сагаста, Пракседес Матео
Juan Prim, 1st Marquis of los Castillejos	Прим, Жоан
Prem Tinsulanonda	Тинсуланон, Прем
Tariq al-Hashimi	Аль-Хашими, Тарик
Olaudah Equiano	Эквиано, Олауда
Johnson Aguiyi-Ironsi	Агийи-Иронси, Джонсон
Nicolás Bravo	Браво Руэда, Николас
Hiranuma Kiichirō	Хиранума Киитиро
Johann Schneider-Ammann	Шнайдер-Амманн, Йоханн
Carlyle Glean	Глин, Карлайл
Lucky Dube	Дубе, Лаки
Àmì ọ̀pá àṣẹ ilẹ̀ Tóngà	Герб Тонга
Usman dan Fodio	Осман дан Фодио
Khendjer	Хенджер
Mike Miller	Миллер, Майк
Jia Qinglin	Цзя Цинлинь
Emperor Go-Tsuchimikado	Император Го-Цутимикадо
Shehu Shagari	Шагари, Шеху
Odumegwu Ojukwu	Одумегву Оджукву
Psusennes 1k	Псусеннес I
Pierre Buyoya	Буйоя, Пьер
Manuel González Flores	Гонсалес, Мануэль
Roberto M. Levingston	Левингстон, Роберто Марсело
Emilio Portes Gil	Портес Хиль, Эмилио
Maurice Bourgès-Maunoury	Буржес-Монури, Морис
Orrin Hatch	Хэтч, Оррин
Félix Gouin	Гуэн, Феликс
Arthur Chung	Чжун, Артур Раймонд
René Mayer	Мейер, Рене
Raoul Cédras	Седра, Рауль
Delfim Moreira	Морейра, Делфин
Roque Sáenz Peña	Саэнс Пенья, Роке
3803 Tuchkova	(3803) Тучкова
Amenhotep, omokùnrin ilẹ̀ Hapu	Аменхотеп, сын Хапу
Edwin Linkomies	Линкомиес, Эдвин
Jean Eyeghe Ndong	Ндонг, Жан Эйег
STS-102	STS-102
2734 Hašek	(2734) Гашек
Pami	Пами
2584 Turkmenia	(2584) Туркмения
Ìpínlẹ̀ Kogí	Коги (Нигерия)
5620 Jasonwheeler	(5620) Джейсонуилер
790 Pretoria	(790) Претория
Agbègbè Tanga	Танга (область)
ISO 3166-2:MM	ISO 3166-2:MM
ISO 3166-2:ZW	ISO 3166-2:ZW
Pedro Alcántara Herrán	Эрран, Педро Алькантара
Şükrü Saracoğlu	Сараджоглу, Шюкрю
Ìhìnrere Máttéù	Евангелие от Матфея
O-type asteroid	Астероид класса O
Agbègbè Ashanti	Ашанти (регион)
Agustín Eyzaguirre	Эйсагирре, Агустин
Agustín Morales	Моралес Эрнандес, Педро Агустин
Ahmed Benbitour	Ахмед Бенбитур
Ahmose, omokùnrin ilẹ̀ Ebana	Яхмес, сын Эбаны
9515 Dubner	(9515) Дабнер
Ahti Karjalainen	Карьялайнен, Ахти
Ìdomà	Идома
Ìgbìrà	Игбира
Aiaaira	Гимн Республики Абхазия
Ibáwí	Выговор
Ìtàn ilẹ̀ Sìmbábúè	История Зимбабве
Episteli sí àwọn ará Éfésú	Послание к Ефесянам
Merneferre Ay	Мернофера Аиб
Akaanu	Аканы
Àkúrẹ́	Акуре
Akwasi Afrifa	Африфа, Аквази Аманква
Ìpínlẹ̀ Akwa Íbọm	Аква-Ибом
Ẹ	Ẹ
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùsù Kánárì	Герб Канарских островов
2401 Aehlita	(2401) Аэлита
Jẹ́ọ́gráfì ilẹ̀ Sao Tome àti Principe	География Сан-Томе и Принсипи
Ìpínlẹ̀ Bẹ́núé	Бенуэ (штат)
STS-105	STS-105
Juan José Medina	Медина, Хуан Хосе
René Viviani	Вивиани, Рене
Luigi Facta	Факта, Луиджи
Mohamed Ghannouchi	Ганнуши, Мохаммед
Emmanuel Amuneke	Амунеке, Эммануэль
Mariano Arista	Ариста, Мариано
Tanganyika	Республика Танганьика
4796 Lewis	(4796) Льюис
Sinnamon Love	Синнамон Лав
Nyomi Banxxx	Наоми Банкс
APNG	APNG
.eh	.eh
.sj	.sj
.yu	.yu
.bv	.bv
.gb	.gb
.tp	.tp
.um	.um
Baldomero Espartero, Prince of Vergara	Эспартеро, Бальдомеро
Tantamani	Танутамон
Shebitku	Шабатака
.zr	.zr
Gabriel García Moreno	Гарсия Морено, Габриель
Sunday Oliseh	Олисе, Сандей
Arnaldo Forlani	Форлани, Арнальдо
Dick Durbin	Дурбин, Ричард
Amenemnisu	Аменемнису
Albert, 4th duc de Broglie	Брольи, Альбер де
Àsìá ilẹ̀ Sérbíà Orílẹ̀-èdè Olómìnira	Флаг Республики Сербской
Àmì ọ̀pá àṣẹ ilẹ̀ Agbègbè Òkun Índíà Brítánì	Герб Британской территории в Индийском океане
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Wúndíá ti Brítánì	Герб Британских Виргинских островов
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Falkland	Герб Фолклендских островов
Falilat Ogunkoya	Огункойя, Фалилат
Luis Ángel González Macchi	Гонсалес Макки, Луис Анхель
Miguel Juárez Celman	Хуарес Сельман, Мигель
Thanom Kittikachorn	Киттикачон, Таном
Rui Machado	Машаду, Руй
Lauri Ingman	Ингман, Лаури
Carlos Berlocq	Берлок, Карлос
Malek Jaziri	Джазири, Малик
Alex Bogomolov, Jr.	Богомолов, Александр Александрович (теннисист)
Walter Sisulu	Сисулу, Уолтер
Khyan	Хиан
Moulaye Ould Mohamed Laghdaf	Лагдаф, Мулайе ульд Мухаммед
Lukáš Lacko	Лацко, Лукаш
Emperor Kōkō	Император Коко
Vasek Pospisil	Поспишил, Вашек
Emperor Go-Uda	Император Го-Уда
Rubén Ramírez Hidalgo	Рамирес Идальго, Рубен
André Marie	Мари, Андре
Arayik Harutyunyan	Арутюнян, Араик Владимирович
Andrés Rodríguez	Родригес, Андрес
Robin Haase	Хасе, Робин
Vicente López y Planes	Лопес и Планес, Висенте
Louis Jules Trochu	Трошю, Луи Жюль
Nicolás Avellaneda	Авельянеда, Николас
Gyude Bryant	Брайант, Джиюд
Juan Esteban Pedernera	Педернера, Хуан Эстебан
José Figueroa Alcorta	Фигероа Алькорта, Хосе
Maurice Yaméogo	Ямеого, Морис
Cesar Romero	Ромеро, Сизар
Guillermo Endara	Эндара, Гильермо
James Rothman	Ротман, Джеймс
Modibo Sidibé	Сидибе, Модибо
Michael Russell (tennis)	Расселл, Майкл
Manuel Urrutia Lleó	Уррутия Льео, Мануэль
Urbano Rattazzi	Раттацци, Урбано
Ignacio Comonfort	Комонфорт, Игнасио
Fuad Chehab	Шехаб, Фуад
Rafael Paasio	Паасио, Рафаэль
Jean Pierre Boyer	Бойе, Жан-Пьер
Taribo West	Уэст, Тарибо
Miguel Miramón	Мирамон, Мигель
Nikolaos Plastiras	Пластирас, Николаос
Joseph Caillaux	Кайо, Жозеф
Pópù Fransisi 1k	Франциск (папа римский)
Stuart Hall	Холл, Стюарт
Nepherites 1k	Неферит I
Miguel Ricardo de Álava y Esquivel	Алава, Мигель Рикардо де
Nur Hassan Hussein	Хусейн, Нур Хасан
Filoimea Telito	Телито, Филоимеа
Emperor Shōkō	Император Сёко
Emperor Go-Hanazono	Император Го-Ханадзоно
Francisco de Paula Santander	Сантадер, Франсиско
Amadou & Mariam	Amadou & Mariam
Fatima Yusuf	Юсуф-Олукоджу, Фатима
Jackie Gleason	Глисон, Джеки
Leopoldo O'Donnell, 1st Duke of Tetuan	О’Доннелл, Леопольдо
Ramón Grau	Грау Сан-Мартин, Рамон
Luis Eduardo Pérez	Перес, Луис Эдуардо
Spyros Markezinis	Маркезинис, Спирос
Henri Queuille	Кёй, Анри
Luis Herrera Campins	Эррера Кампинс, Луис Антонио
Pascual Ortiz Rubio	Рубио, Паскуаль Ортис
Rafael Addiego Bruno	Бруно, Рафаэль Аддиего
Gustavo Rojas Pinilla	Рохас Пинилья, Густаво
Luis Sáenz Peña	Саэнс Пенья, Луис
Toivo Mikael Kivimäki	Кивимяки, Тойво
ISO 3166-2:JP	ISO 3166-2:JP
Melchior Ndadaye	Ндадайе, Мельхиор
Harold Russell	Рассел, Гарольд
Ashanti	Ашанти (народ)
Àmì ọ̀pá àṣẹ ilẹ̀ àwọn Erékùṣù Káímàn	Герб Каймановых островов
